번호,소재지전화,사업장명
6346,070-7120-5050,가천대학교부속길한방병원
6347,468-3388,연세효요양병원
6348,817-7582,(사)한국장애예술인문화협회 남동요양병원
6349,715-6666,에이스메디컬요양병원
6350,435-5111,의료법인나사렛의료재단나사렛한방병원
6351,761-7575,마음돌봄병원
6352,032-679-0100,소운향병원
6353,423-9100,연세중앙요양병원
6354,442-7577,소래누리병원
6355,032-508-2100,우먼메디여성병원
6356,032-523-6004,참누리병원
6357,032-522-7555,우리사랑의료소비자생활협동조합 인천마디병원
6358,032-500-0850,인천중앙한방병원
6359,032-363-1400,조은성모병원
6360,032-421-7119,동암노블휴요양병원
6361,032-505-7583,(사)국제환경문화운동본부요셉병원
6362,032-513-5500,부평중앙병원
6363,032-528-3114,정요양병원
6364,032-256-2000,주안한방병원
6365,032-891-9558,햇살요양병원
6366,032-717-0119,송도가족사랑요양병원
6367,882-7582,암스트롱병원
6368,032-870-8700,세인트요양병원
6369,032-888-2007,인천한방병원
6370,,제물포삼성병원
6371,,인천한국병원
6372,438-1010,편한요양병원
6373,032-888-2007,인천한방병원
6374,032-503-8275,의료법인정강의료재단정강병원
6375,032-506-6262,인천노인전문병원
6376,032-500-0105,근로복지공단인천병원
6377,061-433-9999,강진사랑병원
6378,,의료법인청석의료재단 가야병원
6379,,조선대학교부속광양병원
6380,7461199,순천한방병원
6381,061-740-9000,순천브레인병원
6382,746-0600,순천가야한방병원
6383,745-9977,우리한방병원
6384,752-8575,의료법인빛고을의료재단순천효자요양병원
6385,725-7566,의료법인아시아의료재단정택균요양병원
6386,750-1605,의료법인 진의료재단 진요양병원
6387,759-1000,서울우리병원
6388,729-7111,동신대학교부속순천한방병원
6389,720-7500,원광대학교순천한방병원
6390,729-7000,순천미르치과병원
6391,061-793-9866,공립광양노인전문요양병원
6392,061-794-3355,광양우리들병원
6393,061-794-3385,광양효사랑요양병원
6394,061-288-9000,목포세종요양병원
6395,061-801-3000,정가한방병원
6396,061-240-3000,목포산정한방병원
6397,061-261-3600,정담의료소비자 생활협동조합 삼학요양병원
6398,061-275-7650,서울병원
6399,061-262-7575,목포우리병원
6400,,호남장성병원
6401,061-832-1911,고흥한방병원
6402,"061-243-4411,4419",목포현대병원
6403,061-277-9700,목포메디칼삼성병원
6404,061-283-5400,목포효친요양병원
6405,061-282-8100,아름다운요양병원
6406,061-260-3000,전남중앙병원
6407,061-286-9000,목포세종병원
6408,061-260-3000,목포전남병원
6409,061-395-0074,효문병원
6410,061-746-0707,의료법인원일의료재단 베스트병원
6411,061-281-1600,새한노인전문병원
6412,393-7547,늘봄노인요양병원
6413,061)395-0075,장성효문병원
6414,061-245-3002,목포그린병원
6415,061-540-1000,진도전남병원
6416,061-450-8000,무안제일병원
6417,061-280-7713,학교법인해인학원 목포동신병원
6418,061-370-7000,의료법인 무진의료재단 화순현대병원
6419,061-370-7070,의료법인 무진의료재단 화순요양병원
6420,,의료법인 무진의료재단 화순현대병원
6421,061-371-8844,자연의숲생태요양병원
6422,061-330-9000,나주한국병원
6423,061-330-9903,영산포제일병원
6424,061-783-7755,섬진강요양병원
6425,061780-3333,구례요양병원
6426,061-651-4701,의료법인 서구의료재단 여수성심병원
6427,061-373-7337,라이프크리닉요양병원
6428,061-373-7332,뉴라이프요양병원
6429,061-688-0000,여수노블요양병원
6430,061-381-8101,향원당생태병원
6431,061-688-0100,여수삼성한방병원
6432,061-870-7575,비오메드요양병원
6433,061-680-0300,참조은아동병원
6434,808-3008,우리요양병원
6435,807-9000,한려엑스포병원
6436,061-663-7575,여수한방병원
6437,,하누리병원
6438,061-689-9000,한려엑스포병원
6439,064-794-0691,의료법인새소망요양재단새소망요양병원
6440,064-738-8275,이-편한 요양병원
6441,064-756-5960,제주우리들요양병원
6442,064-783-7350,제주사랑요양병원
6443,064-720-7377,의료법인중앙의료재단 이-중앙병원
6444,796-5566,제주삼성병원
6445,720-2000,이(E)-중앙병원
6446,461-3052,미성의료보건소비자생활협동조합 한마음요양병원
6447,,서군산요양병원
6448,063-452-5000,군산제일요양병원
6449,466-1471,온누리요양병원
6450,460-3452,의료법인구암의료재단군산한방병원
6451,063-464-9600,군산오케이병원
6452,063-464-9600,군산우리요양병원
6453,466-8500,솔 한방병원
6454,472-2000,실로암 한방병원
6455,440-0670,오성의료재단 동군산요양병원
6456,063-469-7000,군산한국병원
6457,063-861-2700,함열중앙병원
6458,051-607-0888,의료법인 온그룹의료재단 일어나걸어라온병원
6459,466-1471,새만금의료소비자생활협동조합 아나파요양병원
6460,063-853-8275,해피하우스요양병원
6461,063450-3939,(학교법인 경암학원)봉정요양병원
6462,063-851-3700,동의한방병원
6463,472-2000,실로암 군산병원(의료법인실로암재단)
6464,063-860-3100,동의한방병원
6465,02-1644-4712~3,미림한방병원
6466,440-3114,군산예수한방병원
6467,472-8000,서진의료법인군산효자요양병원
6468,063-461-3052,서군산 요양병원
6469,063-540-8500,(의) 예림의료재단 청록요양병원
6470,063-540-5106,우석대학교부속김제한방병원
6471,,오렌지병원
6472,546-7119,(의)동아의료재단 동아병원
6473,063-540-0114,의료법인 김제중앙병원
6474,063-547-5555,기도하는한방병원
6475,,김제우석병원
6476,063-547-9999,의료법인 명지원의료재단김제중앙병원
6477,031-726-1075,천문한방병원
6478,063-540-5114,김제우석병원
6479,063-260-1300,한마음화산병원
6480,063-260-9900,한길요양병원
6481,063-260-9980,한길병원
6482,063-231-8811,벧엘요양병원
6483,560-6600,인암요양병원
6484,053-716-1119,지혜로운아동병원
6485,062-528-2525,비엔날레병원
6486,044-417-6691,다나을한방병원
6487,031-375-5812,한독한방병원
6488,051-723-5159,일광서울병원
6489,055-343-5000,의료법인건생당의료재단 진영한방병원
6490,031-942-7881,온새코키아치과병원
6491,043-848-2300,해오름한방병원
6492,051-783-3331,센텀메디힐병원
6493,062-366-8200,현대요양병원
6494,718-2000,중앙당한방병원
6495,062-710-1020,혜민한방병원
6496,062-714-2530,풍암한방병원
6497,062-511-8775,광주한방병원
6498,062-451-1100,서울제일병원
6499,062-710-1000,이엔치과병원
6500,062-362-6500,전남병원
6501,062-719-3119,효담한방병원
6502,062-362-2038,무진요양병원
6503,062-714-3400,서광주청연요양병원
6504,062-944-1500,드림병원
6505,062-466-2000,선한요양병원
6506,062-719-3119,비원한방병원
6507,062-372-2333,새희망병원
6508,062-710-0100,(의료법인)광천요양병원
6509,062-373-2222,푸른숲한방병원
6510,062-362-6500,세명한방병원
6511,062-670-6822,원광병원
6512,062-366-1882,동신병원
6513,600-1000,한일병원
6514,062-604-5000,씨티병원
6515,062-375-8275,청연병원
6516,062-454-8275,우리한방병원
6517,062-366-8200,서광주노인전문병원
6518,"371-0061, 370-7798",(학교법인)서남대학교남광병원
6519,062)651-2020,미소한방병원
6520,062-718-2000,중앙生한방병원
6521,623621175,평강한방병원
6522,062-671-1075,덕림한방병원
6523,062-612-9871,광주시립제2요양병원
6524,062-720-0001,월산원광한방병원
6525,062-670-3333,새빛고을요양병원
6526,062-366-8200,광천한방병원
6527,062-368-1975,광주샘물한방병원
6528,,푸른요양병원
6529,062-710-5050,풍암한방병원
6530,365-7800,현대한방병원
6531,062-383-0069,상무한방병원
6532,,광주효사랑병원
6533,062-367-0039,한마음요양병원
6534,062-364-0787,중앙병원
6535,062-716-7575,청연한방병원
6536,,호암요양병원
6537,062-414-1075,아이퍼스트치과병원
6538,361-7501,신세계한방병원
6539,361-7501,광주바로세움한방병원
6540,062-414-1075,아이퍼스트치과병원
6541,062-383-8275,한울병원
6542,062-350-9000,비타민병원
6543,062-720-3400,화정중앙병원
6544,062-362-2031,(조합)큰사랑요양병원
6545,042-229-6700,대전대학교 대전 한방병원
6546,042-229-6700,대전대학교 혜화병원
6547,042-221-8275,중촌선병원
6548,042-242-9900,대전보람요양병원
6549,042-628-6000,대전사랑요양병원
6550,042-631-0100,부모사랑요양병원
6551,634-7582,가양요양병원
6552,042-625-5551,파스퇴르요양병원
6553,051-525-0800,본메디여성어린이병원
6554,5595100,동래우리들한방병원
6555,051-557-8585,나무의료소비자생활협동조합 동래제일요양병원
6556,051-559-5000,동래우리들병원
6557,051-524-2111,새안락병원
6558,051-557-0114,아름병원
6559,051-552-0521,마더즈병원
6560,051-521-0018,해인의료소비자생활협동조합 해인요양병원
6561,051-552-1577,엔젤병원
6562,051-504-1145,대한병원
6563,051-897-7582,대한민국정형외과병원
6564,051-507-7011,나눔과행복병원
6565,051-335-3340,화명한솔병원
6566,051-333-0707,참행복의료소비자생활협동조합 참행복요양병원
6567,051-338-2201,구포은솔요양병원
6568,051-330-1000,고은요양병원
6569,334-5711,사단법인 부산장애인관광레저문화협회 좋은이웃요양병원
6570,051-337-2100,참사람의료소비자생활협동조합 참사랑요양병원
6571,051-364-1275,서울아동병원
6572,051-302-0020,의료법인 신한의료재단 진병원
6573,051-361-8088,이앤미우리들치과병원
6574,051-336-7582,경희숲속요양병원
6575,051-301-4090,의료법인 지석의료재단 사상시티요양병원
6576,051-317-0080,의료법인 노송의료재단 시티요양병원
6577,320-3266,주례참좋은요양병원
6578,051-305-0001,천사들의세상의료소비자생활협동조합 천사들의세상요양병원
6579,051-755-3061,조은이웃병원
6580,051-626-5125,남천병원
6581,051-902-7777,서호병원
6582,,효성병원
6583,051-758-9911,부산제일병원
6584,915-1400,부산은혜의료소비자생활협동조합미소요양병원
6585,051-760-8000,수영효도요양병원
6586,051-753-7582,위한병원
6587,051-324-2875,서울유치과병원
6588,051-324-2875,서울유치과병원
6589,051-717-0124,선힐링병원
6590,051-727-8727,더강한병원
6591,051-722-1236,기장고려병원
6592,,사단법인아름다운의료선교회 정관한방병원
6593,051-724-7799,부산신원의료소비자생활협동조합 힐러스요양병원
6594,051-728-2882,뉴힐러스요양병원
6595,917-6000,기장고려병원
6596,051-715-3611,오즈어린이병원
6597,,기장우리요양병원
6598,051-723-0113,신정의료소비자생활협동조합정관요양병원
6599,051-723-7200,사단법인아름다운의료선교회 정관온요양병원
6600,722-0015,서울병원
6601,051-774-1111,위민의료소비자생활협동조합 정관중앙병원
6602,051-727-9087,(사)대한호스피스회 평화요양병원
6603,051-722-1008,기장고려요양병원
6604,705-5000,인산병원
6605,052-241-1301,동강한방병원
6606,052-245-0002,웰빙의료소비자생활협동조합성안요양병원
6607,052-244-0004,웰빙의료소비자생활협동조합성심요양병원
6608,052-296-0030,길메리병원
6609,052-212-0114,세종요양병원
6610,707-6789,행복사랑의료소비자생활협동조합중울산요양병원
6611,246-0002,성안병원
6612,291-0087,아이윤안과병원
6613,244-0004,성심요양병원
6614,707-6789,행복사랑의료소비자생활협동조합 중울산요양병원
6615,1551-1410,스테이온요양병원
6616,240-2000,의료법인청암의료재단포항송도요양병원
6617,054-232-7000,(의)화암의료재단 새마음병원
6618,,오천삼성병원
6619,,행복한요양병원
6620,,하나치과병원
6621,,선린재활병원
6622,054-240-1004,흥해아동병원
6623,054-231-0300,호암의료재단 우리요양병원
6624,,포항시티병원
6625,,포스트병원
6626,,포항아이요양병원
6627,,포스트요양병원
6628,032-721-7773,대한민국재향소방동우회 희망나눔병원
6629,814-7555,St.(세인트)요셉병원
6630,041-551-8833,아우내요양병원
6631,032-541-8575,한아름요양병원
6632,032-551-8088,우리한방병원
6633,230-5011,이종학여성병원
6634,,새마음병원
6635,031-8057-3075~6,안성강남한방병원
6636,02-573-9573,서울연세한방병원
6637,1533-3999,남양주경희한방병원
6638,031-652-8200,허필한방병원
6639,,합천병원
6640,031-706-5000,분당메디찬병원
6641,02-371-3650,365바로한방병원
6642,031-435-7575,이기자한방병원
6643,043-293-7555,경희정한방병원
6644,955-9200,신가메디한방병원
6645,952-6000,수완예담한방병원
6646,062-710-7000,광주OK병원
6647,062-528-1075,신창한방병원
6648,062-941-7200,첨단S한방병원
6649,062-955-9900,바로한방병원
6650,062-972-5353,샛별한방병원
6651,062-712-3000,하나한방병원
6652,062-953-0800,다스람요양병원
6653,062-942-8811,은혜요양병원
6654,062-528-1075,선재한방병원
6655,062-450-9000,세계로한방병원
6656,,혜인한방병원
6657,,시은요양병원
6658,062-952-6040,튼튼JH한방병원
6659,062-941-7200,강산한방병원
6660,062-953-0800,광주운남한방병원
6661,062-946-3200,시은요양병원
6662,062-942-9922,광주송정한방병원
6663,062-972-5353,샛별한방병원
6664,629717766,참사랑요양병원
6665,062-953-0800,마춤한방병원
6666,972-7975,대화한방병원
6667,955-9900,본병원
6668,062-363-9112,더 휴 요양병원
6669,062-451-1100,운천한방병원
6670,062-673-6100,광주다원병원
6671,062-351-0580,광주월산한방병원
6672,062-351-0080,상생한방병원
6673,062-671-1075,라임한방병원
6674,062-718-2004,중앙생한방병원
6675,062-351-0580,광주월산한방병원
6676,062-600-1000,광주한일병원
6677,062-452-8800,소담한방병원
6678,062-460-5500,다나한방병원
6679,062-452-7700,경희암요양병원
6680,062-719-3300,한성한방병원
6681,062-718-2000,중앙생한방병원
6682,062-460-2200,동서한방병원
6683,062-944-1500,세원한방병원
6684,062-719-3300,서울한방병원
6685,062-650-7000,아주병원
6686,062-362-6500,미래한방병원
6687,062-710-7505,파밀리아한방병원
6688,062-223-9595,경희궁한방병원
6689,062-411-1200,명진한방병원
6690,062-372-2333,YES한방병원
6691,062-720-3400,화정중앙한방병원
6692,062-431-7777,서울화이트치과병원
6693,042-632-3002,사회복지법인대전노인전문병원
6694,042-394-0111,대전보훈한방병원
6695,042-242-5062,안심요양병원
6696,042-224-9900,이-조은요양병원
6697,220-2300,튼튼병원
6698,042-222-2921,마음편한병원
6699,042-601-7100,계룡병원
6700,042-250-9100,평화노인전문병원
6701,042-284-0850,남대전요양병원
6702,042-224-7575,의료법인 대전미래의료재단 대전하나병원
6703,042-042-252-1800,세일요양병원
6704,042-522-7582,이편안요양병원
6705,252-0875,대전보문요양병원
6706,042-255-5060,안심요양병원
6707,714-5300,스마트 한방병원
6708,517910911,사하아동병원
6709,051)291-0600,참여성병원
6710,051-293-1191,의료법인 현인의료재단 연세요양병원
6711,051-743-5555,해운대성심병원
6712,,의료법인실버카운티의료재단 효림요양병원
6713,051)260-9000,신세계여성병원
6714,051-266-3001,중앙장림병원
6715,051-266-2939,중앙웰니스요양병원
6716,,동산요양병원
6717,,장림새마을금고복지병원
6718,,장림새마을금고보람병원
6719,051-264-2233,의료법인 안아픈마을의료재단 장림보람요양병원
6720,051-220-7020,하한방병원
6721,911-7770,마더스요양병원
6722,,(사)장애인복지개발연구원 장림센텀병원
6723,051-545-3366,혜성병원
6724,051-743-7853,부산효부요양병원
6725,051-702-9147,국군부산병원
6726,051-702-1175,해운대베데스다요양병원
6727,051-744-4119,해운대굿모닝병원
6728,051-264-8333,해동국 병원
6729,051-209-1113,진 요양병원
6730,714-5522,서부산의료소비자생활협동조합 장림요양병원
6731,,삼성병원
6732,,삼성병원
6733,,서한병원
6734,,신세계산부인과병원
6735,291-0707,참행복의료소비자생활협동조합 참행복요양병원
6736,051-747-9794,혜강요양병원
6737,051-540-9999,서울메트로병원
6738,051-731-6024,신화재활의학과병원
6739,051-517-8311,의료법인인창의료재단새동래병원
6740,051-582-9461,남산내과·신경과병원
6741,051-580-2000,의료법인기독교한국침례회의료재단왈레스기념 침례병원
6742,051-607-8114,학교법인 인제학원 인제대학교 동래백병원
6743,051-583-8252,행복한외과병원
6744,051-523-7507,제일한방병원
6745,051-581-5757,금정의료소비자생활협동조합 금정요양병원
6746,051-581-5481,금정의료소비자생활협동조합 희망요양병원
6747,517-8211,행림병원
6748,,한미병원
6749,,시민병원
6750,,제일한방병원
6751,582-1234,의료법인영파의료재단 규림병원
6752,529-5611,서동제일병원
6753,051-515-0079,패밀리병원
6754,051-865-0067,우리들의료소비자생활협동조합 참좋은요양병원
6755,051-583-5600,청십자의료소비자생활협동조합 정림요양병원
6756,051-527-5225,사단법인 대승불교보광정사 보광요양병원
6757,995-9966,한빛의료소비자생활협동조합 한빛요양병원
6758,967-5222,금정어린이병원
6759,466-1004,의료법인은경의료재단 제1인창요양병원
6760,051-623-0121,재해병원
6761,,사단법인)도심 새광산병원
6762,051)442-2626,사단법인도심 새광산요양병원
6763,,자갈치요양병원
6764,,자갈치병원
6765,051-271-2876,미예랑치과병원
6766,998-8234,의료법인양생의료재단 하이니스병원
6767,,유일병원
6768,247-0119,바른정형외과병원
6769,1688-7531,자갈치요양병원
6770,051-257-9012,천수요양병원
6771,710-7588,대항길병원
6772,,보생요양병원
6773,636-3311,이십일세기라파병원
6774,051-469-4456,해양병원
6775,051-469-5041,광산정형외과병원
6776,051-257-2875,유니온치과병원
6777,744-5566,부산해운대요양병원
6778,,송산요양병원
6779,,천사요양병원
6780,,청담병원
6781,,센텀리더스병원
6782,,센텀리더스병원
6783,051-521-8100,청담요양병원
6784,,반송센텀병원
6785,,해운대 우정병원
6786,051-715-2872,바비페이스
6787,051-916-0111,신대암요양병원
6788,051-730-5883,국군부산치과병원
6789,051-743-1661,마리나병원
6790,051-702-7994,해운대우정병원
6791,051-784-2012,의료법인한누리의료재단밝은햇살요양병원
6792,051-522-0031,옥훈의료소비자생활협동조합 효사랑요양병원
6793,051-714-5088,은화요양병원
6794,051-781-9194,센텀힐병원
6795,,부산탑병원
6796,790-2100,부산탑병원
6797,,의료법인범곡의료재단 해운대함인병원
6798,051-702-7503,해운대시티요양병원
6799,051-261-3731,온누리요양병원
6800,051-929-5000,엘리움여성병원
6801,051-608-7000,센텀이루다요양병원
6802,051-895-0101,신라병원
6803,051-638-0015,강남요양병원
6804,051-949-7575,부산요양병원
6805,051-850-0800,오성병원
6806,,백양요양병원
6807,051-898-3900,사회복지법인부산은빛요양병원
6808,051-896-8600,(의)재호의료재단 희연요양병원
6809,051)220-7000,하병원
6810,051-703-7585,더블유에스치과병원
6811,051-715-8807,의료법인 한누리의료재단 큰솔병원
6812,051-861-8111,율곡병원
6813,051-895-0101,신라요양병원
6814,805-8119,미래산업보건의료재단 미래건강병원
6815,051-805-8119,(재)미래산업보건의료재단 삼정병원
6816,051-715-7400,스마트병원
6817,051-862-1223,부산제일요양병원
6818,051-753-0822,의료법인안아픈마을 세강요양병원
6819,051-864-7600,프라임연산병원
6820,051-807-1040,재단법인한국암연구소 아름요양병원
6821,051-713-2000,곽재활의학과병원
6822,051)204-7775,오케이오병원
6823,051-266-5007,남산정의료소비자생활협동조합 소원요양병원
6824,051-293-0013,제일요양병원
6825,203-5700,신평센텀요양병원
6826,051-291-3100,세인의료소비자생활협동조합 신괴정요양병원
6827,,성모병원
6828,291-0707,앤더슨힐요양병원
6829,294-8330,허브휴양  한방병원
6830,,의료법인 홍일의료재단 신괴정요양병원
6831,051-711-3777,신괴정요양병원
6832,051-752-1990,연산세린요양병원
6833,051-815-3333,굿모닝요양병원
6834,051-864-0097,두레의료소비자생활협동조합 청솔요양병원
6835,051-804-3308,세종의료소비자생활협동조합 맑은샘요양병원
6836,,의료법인 건강한사람들 의료재단 프리마병원
6837,329-9000,엄궁유일병원
6838,051-323-2008,사회복지법인구덕원구덕병원
6839,051-327-1199,연세시티병원
6840,051-328-8275,늘행복요양병원
6841,051-323-0303,의료법인송산의료재단서원요양병원
6842,051-314-9803,참맑은요양병원
6843,051-326-7211,부산노인요양병원
6844,051-311-0900,서울유병원
6845,051-325-0300,의료법인은성의료재단 좋은삼선한방병원
6846,,고려한방병원
6847,051-714-7131,진아동병원
6848,516381004,케이성형외과병원
6849,051-636-3311,본스타병원
6850,051-242-9751,위생한방병원
6851,051-753-0822,세종의료생협 토곡세강요양병원
6852,051-949-7575,의)청십자의료재단 부산요양병원
6853,051-893-0001,우리아동병원
6854,051-862-6222,호정메디칼요양병원
6855,051-713-2000,남부중앙요양병원
6856,051-715-7588,더바른 병원
6857,051-243-0660,대신한방병원
6858,051-866-5300,의료법인원송의료재단 원송요양병원
6859,051)862-1223,부속의료기관 부산제일요양병원(다사랑의료소비자생활협동조합)
6860,,부산제일요양병원
6861,051-231-9151,(재)마리아수녀회 알로이시오 기념병원
6862,,동아재활병원
6863,055-642-5113,세종병원
6864,055-649-0010,통영한솔병원
6865,055-649-0010,통영의료소비자생활협동조합다솔병원
6866,055-649-0010,한솔병원
6867,055-649-0010,한솔한방병원
6868,055-643-9119,통영중앙병원
6869,522907100,울산H병원
6870,700-8275,아람의료소비자생활협동조합 주성혜요양병원
6871,062-513-5100,생명사랑한방병원
6872,624178275,말바우엘병원
6873,055-880-4200,새하동병원
6874,032-550-0506,신성요양병원
6875,062-525-1234,상생병원
6876,1566-7851,고덕탑병원
6877,051-710-3535,봄병원
6878,053-957-0075,대구서울병원
6879,063-620-2418,남원한방병원
6880,625-8996,화타요양병원
6881,,화타요양병원
6882,062-716-6667,광주아이비치과병원
6883,063-620-8808,기독교복음병원
6884,063-620-8808,기독교복음노인전문병원
6885,,기독교복음노인전문병원
6886,031-861-5733,우리들요양병원
6887,044-864-7575,세종새싹병원
6888,1833-2772,생이음한방병원
6889,044-867-9300,밝은한방병원
6890,051-741-3131,대한민국만만세병원
6891,031-697-8575,경희다원한방병원
6892,043285-0285,든든한방병원
6893,044-867-5500,세종심온한방병원
6894,061-905-7588,청담병원
6895,02-6081-8275,서울드림메디컬센터병원
6896,031-848-7599,양주탑요양병원
6897,043224-2300,동현한방병원
6898,-3633,김기옥한방병원
6899,041-582-2200,직산큰병원
6900,062-369-7700,케이K병원
6901,02-501-1652,리워크병원
6902,031-761-7582,미사랑병원
6903,055-756-0900,한빛요양병원
6904,1544-8297,미사바른병원
6905,051-864-7890,갤러리치과병원
6906,041-561-7777,라온힐필립병원
6907,319356081,시민요양병원
6908,062-970-9000,첨단미르치과병원
6909,062-971-7766,첨단참사랑요양병원
6910,062-946-9500,즐거운요양병원
6911,062-712-3000,하나병원
6912,062-954-1075,시온한방병원
6913,062-953-0800,민들레한방병원
6914,062-975-0000,가롤로한방병원
6915,062-716-1075,미사한방병원
6916,062-719-1011,튼튼한방병원
6917,,미사한방병원
6918,525-6515,광주사랑요양병원
6919,062-974-9100,늘봄한방병원
6920,062-955-9900,서암한방병원
6921,942-9922,송정한방병원
6922,972-7975,대화한방병원
6923,942-8811,신촌요양병원
6924,946-7100,老世노세요양병원
6925,,은혜요양병원
6926,062-956-7000,5튼튼병원
6927,062-971-7766,첨단참사랑노인전문병원
6928,954-1075,미래한방병원
6929,626009000,수완청연요양병원
6930,062-467-3300,광산하나아동병원
6931,062-950-9000,에이치앤호남병원
6932,042-536-7575,명인의료소비자생활협동조합 한아름요양병원
6933,,의료법인안광의료재단 대전성심병원
6934,042-719-1117,온누리좋은요양병원
6935,042-601-7100,계룡병원
6936,042-483-9975,푸른요양병원
6937,042-522-8275,비엔피병원
6938,042-525-0111,제이에스힐링병원
6939,484-6991,씨엘병원
6940,042-345-7700,대전베스트정형외과병원
6941,042-601-7000,의료법인규웅의료재단 인애가한방병원
6942,042-471-7100,미래여성병원
6943,042-486-3100,조인병원
6944,042-488-2288,파인병원
6945,042-471-0028,이노치과병원
6946,042-580-0114,서부병원
6947,042-537-7200,세민요양병원
6948,042-533-8275,성심효사랑요양병원
6949,042-476-9020,에스앤케이병원
6950,28011213,광명인병원
6951,2680-7360,광명성애한방병원
6952,2060-6114,광명연세병원
6953,895-5555,광명은혜병원
6954,2682-7582,광명병원
6955,02-899-9114,서울대효병원
6956,715-4935,한마음병원
6957,1544-8297,세바른병원
6958,02-6959-0232,제아치과병원
6959,02-466-5151,리안요양병원
6960,463-6600,동부병원
6961,453-1275,광진구의한방병원
6962,712-2856,의료법인 언양의료재단 조은병원
6963,335-5117,신촌리더스병원
6964,02-562-2872,투데이치과병원
6965,080-500-2080,이지앤성형외과병원
6966,1544-2944,바비페이스치과병원
6967,,한맘플러스병원
6968,3430-0238,서울특별시서울의료원강남분원
6969,542-0081,엠디병원
6970,234462755,전체플란트치과병원
6971,,예치과병원
6972,02-543-7533,경희한성한방병원
6973,541-1541,더청담병원
6974,02-3467-3800,미즈메디병원
6975,3461-7000,푸른노인전문병원
6976,2015-1304,한솔정형외과병원
6977,,아이디치과병원
6978,02-3442-7575,에이플러스치과병원
6979,508-2868,성신치과병원
6980,1566-7426,가우디치과병원
6981,6000-2875,코엑스치과병원
6982,557-9884,예치과병원
6983,02-3411-2360,강남센트럴요양병원
6984,3448-7118,자이비뇨기과병원
6985,02-2156-8888,연세에스병원
6986,555-5851,(사) 대한사회복지회 한서병원
6987,445-4528,베스필치과병원
6988,543-3493,그린치과병원
6989,523-2800,가우치과병원
6990,25400109,요나한방병원
6991,1588-5153,그랜드성형외과병원
6992,5193-114,서울특별시 서울의료원
6993,511-8172,남서울병원
6994,,엘에스병원
6995,02-556-6836,청아치과병원
6996,554-5517,지앤지병원
6997,02-463-2311,최차혜병원
6998,02-453-1275,구의한방병원
6999,02-538-0075,케이에스병원
7000,538-7111,광혜병원
7001,3469-1500,포샤르치과병원
7002,02-2056-8000,마디병원
7003,515-0926,씨디씨어린이치과병원
7004,25645956,네모치과병원
7005,571-4320,큰사랑노인전문병원
7006,3453-2875,메르덴치과병원
7007,2036-5555,에스병원
7008,,아이엠치과병원
7009,02-976-0808,태능성심요양병원
7010,02-939-0300,모네여성병원
7011,977-7477,연세방요양병원
7012,936-5505,신애요양병원
7013,970-0801,태릉마이크로병원
7014,557-4111,유디성신치과병원
7015,02-568-2879,기쁨정원치과병원
7016,6969-2000,의료법인 한국암치료재단 헬스피아요양병원
7017,475-2202,강동제일병원
7018,02-474-2522,서울실버한방병원
7019,914-2000,선한이웃병원
7020,9700-910,태능성심한방병원
7021,939-6176,시립노인요양원부속의원
7022,938-2833,강북예치과병원
7023,930-5858,새서울병원
7024,02-1899-9899,서울스페셜병원
7025,02-958-2424,성바오로한방병원
7026,02-964-1961,경동요양병원
7027,02-2246-7773,의료법인영일의료재단실로암요양병원
7028,02-3299-3400,한림대학교임상치의학대학원치과병원
7029,02-2246-7773,의료법인 영일의료재단 실로암요양병원
7030,02-2211-2200,브레인병원
7031,02-962-1123,효림병원
7032,02-2243-3388,서울편안한요양병원
7033,,강동병원
7034,487-5211,연세영동요양병원
7035,02-473-5575,예닮요양병원
7036,3415-5913,연세사랑병원
7037,02-441-0011,동부센트럴요양병원
7038,2140-6300,튼튼병원
7039,02-470-1211,의료법인 한국암치료재단 서울중입자병원
7040,,강동성모병원
7041,02-477-3424,의료법인우신의료재단우신향한방병원
7042,02-442-6340,아름다운병원
7043,02-488-7177,강남아산병원
7044,02-480-8000,서울양병원
7045,02-473-0675,로뎀요양병원
7046,02-473-0675,사회복지법인소원의항구로뎀노인전문병원
7047,02-992-5200,현인요양병원
7048,02-981-5161,새한병원
7049,,강남병원
7050,28752200,강남초이스병원
7051,02-995-1025,의료법인성화의료재단대한한방병원
7052,02-981-2807,밀레니엄치과병원
7053,02-992-5200,감인노인전문병원
7054,02-907-7002,새한빛병원
7055,6927-9119,서울좋은병원
7056,,의료법인우진의료재단관악분원조원병원
7057,222112211,브레인요양병원
7058,477-0027,(의)엘림의료재단 힐링요양병원
7059,02-6671-3111,강서사랑요양병원
7060,02-2603-9405,튼튼병원
7061,02-955-5545,슈바이처치과병원
7062,02-965-1171,청량리정신병원
7063,2698-2200,강서초이스병원
7064,02-484-2138,서울현대병원
7065,02-483-1121,동주병원
7066,,본플러스병원
7067,,이너스치과병원
7068,534-2500,서울e병원
7069,886-5551,미래드림여성병원
7070,02-969-0502,청량성모병원
7071,02-926-9171,동서울병원
7072,,강남병원
7073,,신우신병원
7074,949-3800,서울휴먼요양병원
7075,949-3000,노원스마트요양병원
7076,02-2691-1986,성심효요양병원
7077,02-3663-9090,엘더스요양병원
7078,02-2666-0141,동인당효요양병원
7079,02-3664-1155,큰나무병원
7080,2606-7582,비엠씨한방병원
7081,02-3663-9090,강서성모요양병원
7082,02-483-6400,길동노인요양병원
7083,02-3426-0100,러스크강동병원
